Column1;movie;year;imdb_ratings;metascore;votes;category;mv_page;genres1;genres2;genres3;stars1;stars2;stars3;rank;nb_oscar;win;nom;runtime;budget;gross
10;Dolittle;2020;5.6;26;35584;PG;https://imdb.com/title/tt6673612/;Adventure;Comedy;Family;Robert Downey Jr.;Antonio Banderas;Michael Sheen;0;0;0;0;101;175000000;223343452
11;The Call of the Wild;2020;6.8;47;24934;PG;https://imdb.com/title/tt7504726/;Adventure;Drama;Family;Harrison Ford;Omar Sy;Cara Gee;0;0;0;1;100;135000000;107604626
12;Fantasy Island;2020;4.8;22;22330;PG-13;https://imdb.com/title/tt0983946/;Adventure;Fantasy;Horror;Michael Peña;Maggie Q;Lucy Hale;0;0;0;0;109;7000000;47315959
13;The Way Back;2020;6.8;68;19341;R;https://imdb.com/title/tt8544498/;Drama;Sport;;Ben Affleck;Al Madrigal;Janina Gavankar;0;0;0;0;108;;14690514
14;The Half of It;2020;7.0;74;19049;PG-13;https://imdb.com/title/tt9683478/;Comedy;Drama;Romance;Leah Lewis;Daniel Diemer;Alexxis Lemire;0;0;1;1;104;;
15;Emma.;2020;6.8;71;16404;PG;https://imdb.com/title/tt9214832/;Comedy;Drama;;Anya Taylor-Joy;Johnny Flynn;Mia Goth;0;0;0;0;124;;25155355
16;Da 5 Bloods;2020;6.7;82;15959;R;https://imdb.com/title/tt9777644/;Adventure;Drama;War;Delroy Lindo;Jonathan Majors;Clarke Peters;0;0;0;0;154;;
17;Gretel & Hansel;2020;5.3;64;15355;PG-13;https://imdb.com/title/tt9086228/;Fantasy;Horror;Mystery;Sophia Lillis;Samuel Leakey;Alice Krige;0;0;0;0;87;5000000;21287930
18;The Grudge;2020;4.2;41;15257;R;https://imdb.com/title/tt3612126/;Horror;Mystery;;Tara Westwood;Junko Bailey;David Lawrence Brown;0;0;0;0;94;10000000;49511319
19;The Lovebirds;2020;6.0;59;13807;R;https://imdb.com/title/tt8851668/;Action;Comedy;Crime;Issa Rae;Kumail Nanjiani;Paul Sparks;0;0;0;0;86;;
20;Lost Girls;2020;6.1;67;12972;R;https://imdb.com/title/tt3111426/;Drama;Mystery;Thriller;Amy Ryan;Thomasin McKenzie;Gabriel Byrne;0;0;0;0;95;;
21;Escape from Pretoria;2020;6.8;56;11766;PG-13;https://imdb.com/title/tt5797184/;Thriller;;;Daniel Radcliffe;Ian Hart;Daniel Webber;0;0;0;0;106;;1523206
22;Horse Girl;2020;5.9;61;11555;R;https://imdb.com/title/tt11388406/;Drama;Mystery;Thriller;Alison Brie;Molly Shannon;Goldenite;0;0;0;0;103;;
23;The Banker;2020;7.2;59;11470;PG-13;https://imdb.com/title/tt6285944/;Biography;Drama;;Anthony Mackie;Samuel L. Jackson;Nicholas Hoult;0;0;0;0;120;;
24;The Last Thing He Wanted;2020;4.2;35;10618;R;https://imdb.com/title/tt7456312/;Crime;Drama;Mystery;Anne Hathaway;Ben Affleck;Rosie Perez;0;0;0;0;115;;
25;Justice League Dark: Apokolips War;2020;7.8;;10355;R;https://imdb.com/title/tt11079148/;Animation;Action;Sci-Fi;Roger Cross;Rosario Dawson;Christopher Gorham;0;0;0;0;90;;
26;The Willoughbys;2020;6.4;68;9485;PG;https://imdb.com/title/tt5206260/;Animation;Adventure;Comedy;Will Forte;Maya Rudolph;Alessia Cara;0;0;0;0;90;;
27;Scoob!;2020;5.7;43;9322;PG;https://imdb.com/title/tt3152592/;Animation;Adventure;Comedy;Will Forte;Mark Wahlberg;Jason Isaacs;0;0;0;0;93;;
28;Artemis Fowl;2020;4.0;31;9258;PG;https://imdb.com/title/tt3089630/;Adventure;Family;Fantasy;Ferdia Shaw;Lara McDonnell;Josh Gad;0;0;0;0;95;;
29;My Spy;2020;6.2;44;8886;PG-13;https://imdb.com/title/tt8242084/;Action;Comedy;Family;Dave Bautista;Chloe Coleman;Parisa Fitz-Henley;0;0;0;0;99;;4895855
30;Capone;2020;4.8;46;8885;R;https://imdb.com/title/tt6199572/;Biography;Crime;Drama;Tom Hardy;Linda Cardellini;Matt Dillon;0;0;0;0;103;;15659
31;Trolls World Tour;2020;6.1;51;8702;PG;https://imdb.com/title/tt6587640/;Animation;Adventure;Comedy;Anna Kendrick;Justin Timberlake;Rachel Bloom;0;0;0;0;90;90000000;3805701
32;Mortal Kombat Legends: Scorpion's Revenge;2020;7.5;;8067;R;https://imdb.com/title/tt9580138/;Animation;Action;Adventure;Jennifer Carpenter;Joel McHale;Ike Amadi;0;0;0;0;80;;
33;The King of Staten Island;2020;7.2;68;7812;R;https://imdb.com/title/tt9686708/;Comedy;Drama;;Pete Davidson;Bel Powley;Ricky Velez;0;0;0;0;136;;
34;Superman: Red Son;2020;6.3;;7771;PG-13;https://imdb.com/title/tt10985510/;Animation;Action;Sci-Fi;Jason Isaacs;Amy Acker;Diedrich Bader;0;0;0;0;84;;
35;The Rhythm Section;2020;5.2;45;7532;R;https://imdb.com/title/tt7134096/;Action;Drama;Mystery;Blake Lively;Richard Brake;Elly Curtis;0;0;0;0;109;50000000;5989583
36;Brahms: The Boy II;2020;4.6;29;6941;PG-13;https://imdb.com/title/tt9173418/;Drama;Horror;Mystery;Katie Holmes;Christopher Convery;Owain Yeoman;0;0;0;0;86;10000000;20311536
37;The Turning;2020;3.8;35;6635;PG-13;https://imdb.com/title/tt7510346/;Drama;Horror;Mystery;Mackenzie Davis;Finn Wolfhard;Brooklynn Prince;0;0;0;0;94;14000000;18592673
38;Like a Boss;2020;4.4;33;6489;R;https://imdb.com/title/tt7545266/;Comedy;;;Tiffany Haddish;Rose Byrne;Salma Hayek;0;0;0;0;83;29000000;29753143
39;Sergio;2020;6.1;55;6305;R;https://imdb.com/title/tt8750570/;Biography;Drama;History;Wagner Moura;Ana de Armas;Brían F. O'Byrne;0;0;0;0;118;16000000;
40;Downhill;2020;4.8;49;4777;R;https://imdb.com/title/tt4558376/;Comedy;Drama;;Julia Louis-Dreyfus;Will Ferrell;Zach Woods;0;0;0;0;86;;8899195
41;I Still Believe;2020;6.6;41;4728;PG;https://imdb.com/title/tt9779516/;Biography;Drama;Music;K.J. Apa;Britt Robertson;Nathan Parsons;0;0;0;0;116;;10552715
42;The Night Clerk;2020;5.3;44;4246;R;https://imdb.com/title/tt7979142/;Crime;Drama;Mystery;Tye Sheridan;Ana de Armas;Helen Hunt;0;0;0;0;90;;62503
43;Never Rarely Sometimes Always;2020;7.2;91;4153;PG-13;https://imdb.com/title/tt7772582/;Drama;;;Sidney Flanigan;Talia Ryder;Théodore Pellerin;0;0;3;2;101;;16565
44;Becoming;2020;6.7;66;3959;PG;https://imdb.com/title/tt12221748/;Documentary;;;Adrian K. Collins;Gayle King;Barack Obama;0;0;0;0;89;;
45;Impractical Jokers: The Movie;2020;6.0;39;3487;PG-13;https://imdb.com/title/tt9208444/;Comedy;;;Paula Abdul;Joe Gatto;James Murray;0;0;0;0;92;;10691091
46;Shooting Heroin;2020;7.0;;3402;R;https://imdb.com/title/tt8332454/;Action;Drama;Thriller;Sherilyn Fenn;Cathy Moriarty;Nicholas Turturro;0;0;0;2;90;;
47;Becky;2020;5.7;53;3232;R;https://imdb.com/title/tt10314450/;Action;Drama;Horror;Lulu Wilson;Kevin James;Joel McHale;0;0;0;0;93;;572264
48;Arkansas;2020;5.9;56;3054;R;https://imdb.com/title/tt9139586/;Crime;Drama;Thriller;Liam Hemsworth;Vince Vaughn;Clark Duke;0;0;0;0;117;;
49;Survive the Night;2020;4.8;26;2996;R;https://imdb.com/title/tt10303324/;Action;Drama;Thriller;Bruce Willis;Chad Michael Murray;Lydia Hull;0;0;0;0;90;;
50;Stargirl;2020;6.2;60;2686;PG;https://imdb.com/title/tt4858674/;Comedy;Drama;Romance;Grace VanderWaal;Graham Verchere;Giancarlo Esposito;0;0;0;0;107;;
51;Shirley;2020;6.1;76;2307;R;https://imdb.com/title/tt8430598/;Biography;Drama;Thriller;Elisabeth Moss;Odessa Young;Michael Stuhlbarg;0;0;1;3;107;;
52;All Day and a Night;2020;5.8;60;2305;R;https://imdb.com/title/tt3993886/;Drama;;;Ashton Sanders;Jeffrey Wright;Isaiah John;0;0;0;0;121;;
53;Tigertail;2020;6.4;65;2259;PG;https://imdb.com/title/tt8902948/;Drama;;;Tzi Ma;Christine Ko;Hong-Chi Lee;0;0;0;0;91;;
54;The Photograph;2020;5.9;62;2251;PG-13;https://imdb.com/title/tt7798646/;Drama;Romance;;Issa Rae;LaKeith Stanfield;Chanté Adams;0;0;0;0;106;16000000;20653204
55;You Should Have Left;2020;5.3;48;1612;R;https://imdb.com/title/tt8201852/;Horror;Mystery;;Avery Tiiu Essex;Colin Blumenau;Lowri Ann Richards;0;0;0;0;93;;
56;The High Note;2020;6.0;58;1600;PG-13;https://imdb.com/title/tt9308382/;Drama;Music;Romance;Dakota Johnson;Tracee Ellis Ross;Kelvin Harrison Jr.;0;0;0;0;113;;250153
57;Timmy Failure: Mistakes Were Made;2020;6.1;60;1547;PG;https://imdb.com/title/tt6820324/;Adventure;Comedy;Drama;Winslow Fegley;Ophelia Lovibond;Wallace Shawn;0;0;0;0;99;45000000;
58;Bad Trip;2020;6.4;;1523;R;https://imdb.com/title/tt9684220/;Comedy;;;Eric André;Lil Rel Howery;Tiffany Haddish;0;0;0;0;84;;
59;Resistance;2020;6.0;53;1458;R;https://imdb.com/title/tt6914122/;Biography;Drama;History;Jesse Eisenberg;Clémence Poésy;Matthias Schweighöfer;0;0;0;1;120;;23329
60;John Henry;2020;3.5;27;1388;R;https://imdb.com/title/tt8170298/;Drama;Thriller;;Terry Crews;Maestro Harrell;Ludacris;0;0;0;0;91;;
61;Crip Camp;2020;7.8;86;1340;R;https://imdb.com/title/tt8923484/;Documentary;;;Larry Allison;Dennis Billups;HolLynn D'Lil;0;0;2;2;106;;
62;Wendy;2020;5.6;54;1208;PG-13;https://imdb.com/title/tt2420124/;Drama;Fantasy;;Devin France;Yashua Mack;Gage Naquin;0;0;0;0;111;5000000;143518
63;Disturbing the Peace;2020;3.1;34;1100;R;https://imdb.com/title/tt5717194/;Action;Adventure;Thriller;Guy Pearce;Devon Sawa;Branscombe Richmond;0;0;0;0;91;5000000;49104
64;Valley Girl;2020;5.4;53;957;PG-13;https://imdb.com/title/tt1266036/;Comedy;Musical;Romance;Jessica Rothe;Josh Whitehouse;Jessie Ennis;0;0;0;0;102;;1669
65;Dragonheart Vengeance;2020;5.1;;929;PG-13;https://imdb.com/title/tt9711106/;Action;Adventure;Drama;Helena Bonham Carter;Joseph Millson;Jack Kane;0;0;0;0;97;;
66;Assassin 33 A.D.;2020;3.7;;924;PG-13;https://imdb.com/title/tt8064418/;Sci-Fi;;;Heidi Montag;Donny Boaz;Susan Gallagher;0;0;0;0;109;;
67;The Quarry;2020;5.1;53;910;R;https://imdb.com/title/tt10151054/;Crime;Mystery;Thriller;Shea Whigham;Michael Shannon;Catalina Sandino Moreno;0;0;0;0;98;;
68;Body Cam;2020;5.2;37;883;R;https://imdb.com/title/tt8179024/;Horror;Mystery;Thriller;Mary J. Blige;Nat Wolff;David Zayas;0;0;0;0;96;;
69;Dreamkatcher;2020;3.8;;806;R;https://imdb.com/title/tt10553210/;Horror;Thriller;;Radha Mitchell;Henry Thomas;Finlay Wojtak-Hissong;0;0;0;0;85;;
70;The Murder of Nicole Brown Simpson;2020;2.1;;766;R;https://imdb.com/title/tt8415352/;Crime;Thriller;;Mena Suvari;Nick Stahl;Taryn Manning;0;0;0;0;82;;8931
71;Last Moment of Clarity;2020;5.1;;750;R;https://imdb.com/title/tt1929297/;Thriller;;;Zach Avery;Brian Cox;Udo Kier;0;0;0;0;90;;
72;Dead Earth;2020;4.4;;671;R;https://imdb.com/title/tt6391282/;Action;Drama;Horror;Milena Gorum;Alice Tantayanon;Brian Migliore;0;0;0;0;95;;
73;Behind You;2020;4.3;38;606;R;https://imdb.com/title/tt7335796/;Horror;;;Addy Miller;Elizabeth Birkner;Jan Broberg;0;0;0;0;86;;
74;The Roads Not Taken;2020;4.8;39;574;R;https://imdb.com/title/tt9411866/;Drama;;;Javier Bardem;Elle Fanning;Branka Katic;0;0;0;1;85;;3518
75;Hooking Up;2020;5.1;44;550;R;https://imdb.com/title/tt9815998/;Comedy;Drama;;Brittany Snow;Sam Richardson;Anna Akana;0;0;0;0;104;;
76;The Lost Husband;2020;5.8;49;542;PG-13;https://imdb.com/title/tt4257940/;Romance;;;Leslie Bibb;Josh Duhamel;Kevin Alejandro;0;0;0;0;109;;
77;Roped;2020;5.3;;537;PG;https://imdb.com/title/tt8523028/;Drama;Romance;;Josh Swickard;Casper Van Dien;Lorynn York;0;0;0;0;91;;
78;Out;2020;7.7;;534;PG;https://imdb.com/title/tt12366826/;Animation;Short;Comedy;Bernadette Sullivan;Kyle McDaniel;Caleb Cabrera;0;0;0;0;;;
79;Loop;2020;6.7;;498;PG;https://imdb.com/title/tt9536836/;Animation;Short;Adventure;Madison Bandy;Christiano Delgado;Louis Gonzales;0;0;0;0;;;
80;Lady Driver;2020;6.0;;495;PG;https://imdb.com/title/tt7562334/;Sport;;;Grace Van Dien;Sean Patrick Flanery;Christina Moore;0;0;0;0;104;;
81;Four Kids and It;2020;4.9;43;483;PG;https://imdb.com/title/tt5556054/;Family;Fantasy;;Teddie-Rose Malleson-Allen;Pippa Haywood;Matthew Goode;0;0;0;0;110;;
82;The Stand at Paxton County;2020;6.3;;468;R;https://imdb.com/title/tt8362228/;Thriller;;;Jacqueline Toboni;Michael O'Neill;Tyler Jacob Moore;0;0;0;0;102;;
83;Villain;2020;5.8;68;465;R;https://imdb.com/title/tt9820352/;Action;Crime;Drama;Craig Fairbrass;Robert Glenister;George Russo;0;0;0;0;97;;
84;Joker;2019;8.5;59;812708;R;https://imdb.com/title/tt7286456/;Crime;Drama;Thriller;Joaquin Phoenix;Robert De Niro;Zazie Beetz;55;2;92;200;122;55000000;1074251311
85;Avengers: Endgame;2019;8.4;78;730490;PG-13;https://imdb.com/title/tt4154796/;Action;Adventure;Drama;Robert Downey Jr.;Chris Evans;Mark Ruffalo;72;1;65;103;181;356000000;2797800564
86;Once Upon a Time... in Hollywood;2019;7.7;83;480944;R;https://imdb.com/title/tt7131622/;Comedy;Drama;;Leonardo DiCaprio;Brad Pitt;Margot Robbie;0;2;126;344;161;90000000;374343626
87;Parasite;2019;8.6;96;431536;R;https://imdb.com/title/tt6751668/;Comedy;Drama;Thriller;Kang-ho Song;Sun-kyun Lee;Yeo-jeong Jo;28;4;263;228;132;11400000;258248151
88;Captain Marvel;2019;6.9;64;415371;PG-13;https://imdb.com/title/tt4154664/;Action;Adventure;Sci-Fi;Brie Larson;Samuel L. Jackson;Ben Mendelsohn;0;0;7;46;123;160000000;1128274794
89;Star Wars: Episode IX - The Rise of Skywalker;2019;6.7;53;333894;PG-13;https://imdb.com/title/tt2527338/;Action;Adventure;Fantasy;Daisy Ridley;John Boyega;Oscar Isaac;0;3;7;35;142;275000000;1074144248
90;1917;2019;8.3;78;330745;R;https://imdb.com/title/tt8579674/;Drama;War;;Dean-Charles Chapman;George MacKay;Daniel Mays;88;3;110;161;119;95000000;374717445
91;Knives Out;2019;7.9;82;327297;PG-13;https://imdb.com/title/tt8946378/;Comedy;Crime;Drama;Daniel Craig;Chris Evans;Ana de Armas;0;1;45;93;130;40000000;309232797
92;Spider-Man: Far from Home;2019;7.5;69;295498;PG-13;https://imdb.com/title/tt6320628/;Action;Adventure;Sci-Fi;Tom Holland;Samuel L. Jackson;Jake Gyllenhaal;0;0;9;21;129;160000000;1131927996
93;The Irishman;2019;7.9;94;295030;R;https://imdb.com/title/tt1302006/;Biography;Crime;Drama;Robert De Niro;Al Pacino;Joe Pesci;0;10;71;310;209;159000000;968853
94;John Wick: Chapter 3 - Parabellum;2019;7.5;73;249903;R;https://imdb.com/title/tt6146586/;Action;Crime;Thriller;Keanu Reeves;Halle Berry;Ian McShane;0;0;12;27;130;75000000;326709727
95;Shazam!;2019;7.1;71;234104;PG-13;https://imdb.com/title/tt0448115/;Action;Adventure;Comedy;Zachary Levi;Mark Strong;Asher Angel;0;0;0;21;132;100000000;365971656
96;Jojo Rabbit;2019;7.9;58;228591;PG-13;https://imdb.com/title/tt2584384/;Comedy;Drama;War;Roman Griffin Davis;Thomasin McKenzie;Scarlett Johansson;0;1;33;152;108;14000000;90335025
97;Ford v Ferrari;2019;8.1;81;224748;PG-13;https://imdb.com/title/tt1950186/;Action;Biography;Drama;Matt Damon;Christian Bale;Jon Bernthal;196;2;21;73;152;97600000;225508210
98;Marriage Story;2019;8.0;94;217456;R;https://imdb.com/title/tt7653254/;Comedy;Drama;Romance;Adam Driver;Scarlett Johansson;Julia Greer;0;1;122;246;137;18600000;333686
99;Alita: Battle Angel;2019;7.3;53;211250;PG-13;https://imdb.com/title/tt0437086/;Action;Adventure;Sci-Fi;Rosa Salazar;Christoph Waltz;Jennifer Connelly;0;0;9;25;122;170000000;404852543
100;Aladdin;2019;7.0;53;208906;PG;https://imdb.com/title/tt6139732/;Adventure;Family;Fantasy;Will Smith;Mena Massoud;Naomi Scott;0;0;7;31;128;183000000;1050693953
101;Us;2019;6.9;81;202712;R;https://imdb.com/title/tt6857112/;Horror;Mystery;Thriller;Lupita Nyong'o;Winston Duke;Elisabeth Moss;0;0;75;110;116;20000000;255184580
102;The Lion King;2019;6.9;55;194014;PG;https://imdb.com/title/tt6105098/;Animation;Adventure;Drama;Donald Glover;Beyoncé;Seth Rogen;0;1;16;34;118;260000000;1656943394
103;Glass;2019;6.7;43;193534;PG-13;https://imdb.com/title/tt6823368/;Drama;Sci-Fi;Thriller;James McAvoy;Bruce Willis;Samuel L. Jackson;0;0;2;14;129;20000000;246999039
104;It Chapter Two;2019;6.6;58;181401;R;https://imdb.com/title/tt7349950/;Drama;Fantasy;Horror;Jessica Chastain;James McAvoy;Bill Hader;0;0;5;18;169;79000000;473093228
105;Uncut Gems;2019;7.5;90;181242;R;https://imdb.com/title/tt5727208/;Crime;Drama;Thriller;Adam Sandler;Julia Fox;Idina Menzel;0;0;24;76;135;19000000;50023780
106;Ad Astra;2019;6.6;80;171241;PG-13;https://imdb.com/title/tt2935510/;Adventure;Drama;Mystery;Brad Pitt;Tommy Lee Jones;Ruth Negga;0;1;10;58;123;90000000;132807427
107;Midsommar;2019;7.1;72;161275;R;https://imdb.com/title/tt8772262/;Drama;Horror;Mystery;Florence Pugh;Jack Reynor;Vilhelm Blomgren;0;0;25;55;148;9000000;47901922
108;Fast & Furious Presents: Hobbs & Shaw;2019;6.4;60;153463;PG-13;https://imdb.com/title/tt6806448/;Action;Adventure;Thriller;Dwayne Johnson;Jason Statham;Idris Elba;0;0;1;20;137;200000000;759056935
109;Jumanji: The Next Level;2019;6.7;58;152360;PG-13;https://imdb.com/title/tt7975244/;Action;Adventure;Comedy;Dwayne Johnson;Jack Black;Kevin Hart;0;0;1;5;123;125000000;796575993
110;The Gentlemen;2019;7.9;51;150227;R;https://imdb.com/title/tt8367814/;Action;Comedy;Crime;Matthew McConaughey;Charlie Hunnam;Michelle Dockery;0;0;0;0;113;22000000;114996853
111;X-Men: Dark Phoenix;2019;5.8;43;140993;PG-13;https://imdb.com/title/tt6565702/;Action;Adventure;Sci-Fi;James McAvoy;Michael Fassbender;Jennifer Lawrence;0;0;0;13;113;200000000;252442974
112;Pokémon Detective Pikachu;2019;6.6;53;126837;PG;https://imdb.com/title/tt5884052/;Adventure;Comedy;Family;Ryan Reynolds;Justice Smith;Kathryn Newton;0;0;0;8;104;150000000;433005346
113;6 Underground;2019;6.1;41;123824;R;https://imdb.com/title/tt8106534/;Action;Comedy;Thriller;Ryan Reynolds;Mélanie Laurent;Manuel Garcia-Rulfo;0;0;0;9;128;150000000;
114;Terminator: Dark Fate;2019;6.3;54;123267;R;https://imdb.com/title/tt6450804/;Action;Adventure;Sci-Fi;Linda Hamilton;Arnold Schwarzenegger;Mackenzie Davis;0;0;1;7;128;185000000;261119292
115;Godzilla: King of the Monsters;2019;6.0;48;121456;PG-13;https://imdb.com/title/tt3741700/;Action;Adventure;Fantasy;Kyle Chandler;Vera Farmiga;Millie Bobby Brown;0;0;6;13;132;170000000;386600138
116;Rocketman;2019;7.3;69;118239;R;https://imdb.com/title/tt2066051/;Biography;Drama;Music;Taron Egerton;Jamie Bell;Richard Madden;0;1;20;64;121;40000000;195179299
117;Zombieland: Double Tap;2019;6.7;55;113305;R;https://imdb.com/title/tt1560220/;Action;Comedy;Horror;Woody Harrelson;Jesse Eisenberg;Emma Stone;0;0;0;3;99;42000000;122810399
118;Frozen II;2019;6.9;64;112480;PG;https://imdb.com/title/tt4520988/;Animation;Adventure;Comedy;Kristen Bell;Idina Menzel;Josh Gad;0;1;15;72;103;150000000;1450026933
119;Little Women;2019;7.9;91;110630;PG;https://imdb.com/title/tt3281548/;Drama;Romance;;Saoirse Ronan;Emma Watson;Florence Pugh;0;1;72;185;135;40000000;207601214
120;The Lighthouse;2019;7.6;83;109309;R;https://imdb.com/title/tt7984734/;Drama;Fantasy;Horror;Robert Pattinson;Willem Dafoe;Valeriia Karaman;0;1;29;114;109;;18032007
121;Doctor Sleep;2019;7.4;59;106715;R;https://imdb.com/title/tt5606664/;Drama;Fantasy;Horror;Ewan McGregor;Rebecca Ferguson;Kyliegh Curran;0;0;7;26;152;45000000;72381712
122;Men in Black: International;2019;5.6;38;99774;PG-13;https://imdb.com/title/tt2283336/;Action;Adventure;Comedy;Chris Hemsworth;Tessa Thompson;Kumail Nanjiani;0;0;0;9;114;110000000;253890701
123;Yesterday;2019;6.8;55;99493;PG-13;https://imdb.com/title/tt8079248/;Comedy;Fantasy;Music;Himesh Patel;Lily James;Sophia Di Martino;0;0;1;15;116;26000000;153735613
124;Triple Frontier;2019;6.4;61;98898;R;https://imdb.com/title/tt1488606/;Action;Adventure;Crime;Ben Affleck;Oscar Isaac;Charlie Hunnam;0;0;0;2;125;;
125;The Two Popes;2019;7.6;75;94172;PG-13;https://imdb.com/title/tt8404614/;Comedy;Drama;;Anthony Hopkins;Jonathan Pryce;Juan Minujín;0;3;9;50;125;;243711
126;How to Train Your Dragon: The Hidden World;2019;7.5;71;94155;PG;https://imdb.com/title/tt2386490/;Animation;Action;Adventure;Jay Baruchel;America Ferrera;F. Murray Abraham;0;1;5;57;104;129000000;521799505
127;Murder Mystery;2019;6.0;38;90736;PG-13;https://imdb.com/title/tt1618434/;Action;Comedy;Crime;Adam Sandler;Jennifer Aniston;Luke Evans;0;0;1;6;97;;
128;Ready or Not;2019;6.8;64;86117;R;https://imdb.com/title/tt7798634/;Comedy;Horror;Mystery;Samara Weaving;Adam Brody;Mark O'Brien;0;0;3;19;95;6000000;57615777
129;Long Shot;2019;6.8;67;84093;R;https://imdb.com/title/tt2139881/;Comedy;Romance;;Charlize Theron;Seth Rogen;June Diane Raphael;0;0;5;9;125;40000000;53873809
130;Booksmart;2019;7.2;84;79762;R;https://imdb.com/title/tt1489887/;Comedy;;;Kaitlyn Dever;Beanie Feldstein;Jessica Williams;0;1;23;46;102;6000000;24863452
131;Escape Room;2019;6.3;48;75373;PG-13;https://imdb.com/title/tt5886046/;Action;Adventure;Horror;Taylor Russell;Logan Miller;Jay Ellis;0;0;1;7;99;9000000;155712077
132;The King;2019;7.2;62;75332;R;https://imdb.com/title/tt7984766/;Biography;Drama;History;Tom Glynn-Carney;Gábor Czap;Tom Fisher;0;0;5;23;140;;126931
